scenario,target_year,region,archetype_id,dwelling_type,construction_period,renovation_state,regional_number_of_dwellings,regional_modelled_stock_dwellings,allocation_share_within_region,renovated_fraction,state_dwellings,state_share_within_region,annual_renovation_rate_scenario,target_label_2050,target_energy_score_2050_kWh_m2_year,renovation_package_id,U_wall_renovated,U_roof_renovated,U_floor_renovated,U_window_renovated,v50_renovated,ventilation_after_renovation,hrv_eta,summer_bypass,renovation_package_source,policy_source
low,2050,Flemish Region,BE_TABULA_25,"Apartment, exposed",post-2005,renovated_TABULA_low_energy,72863.3407798,3244134,0.007391351132,0.049363369681,3596.780027091143,0.00110870267,0.006,label A / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://www.vlaanderen.be/veka/energie-en-klimaatbeleid/vlaamse-langetermijnrenovatiestrategie-voor-gebouwen-2050
low,2050,Walloon Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,257355.025723,1727209,0.176719110923,0.237206044841,196308.8579513592,0.113656690042,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_01,Detached house,pre-1946,renovated_TABULA_low_energy,257355.025723,1727209,0.176719110923,0.237206044841,61046.16777164079,0.035343822185,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_02,Semi-detached house,pre-1946,as_is_TABULA,190494.539867,1727209,0.130807726122,0.23720604484,145308.0835015093,0.084128836465,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_02,Semi-detached house,pre-1946,renovated_TABULA_low_energy,190494.539867,1727209,0.130807726122,0.23720604484,45186.45636549071,0.026161545224,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_03,Terraced house,pre-1946,as_is_TABULA,221506.719227,1727209,0.152102996144,0.23720604484,168963.98645362357,0.097824864538,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_03,Terraced house,pre-1946,renovated_TABULA_low_energy,221506.719227,1727209,0.152102996144,0.23720604484,52542.732773376425,0.030420599229,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,as_is_TABULA,83180.9028966,1727209,0.057118197573,0.23720604484,63449.889914261796,0.036735502139,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_04,"Apartment, enclosed",pre-1946,renovated_TABULA_low_energy,83180.9028966,1727209,0.057118197573,0.23720604484,19731.01298233821,0.011423639515,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_05,"Apartment, exposed",pre-1946,as_is_TABULA,83180.9028966,1727209,0.057118197573,0.23720604484,63449.889914261796,0.036735502139,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_05,"Apartment, exposed",pre-1946,renovated_TABULA_low_energy,83180.9028966,1727209,0.057118197573,0.23720604484,19731.01298233821,0.011423639515,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_06,Detached house,1946-1970,as_is_TABULA,89371.14707,1727209,0.06136887985,0.23720604484,68171.77075070137,0.039469323487,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_06,Detached house,1946-1970,renovated_TABULA_low_energy,89371.14707,1727209,0.06136887985,0.23720604484,21199.376319298644,0.01227377597,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_07,Semi-detached house,1946-1970,as_is_TABULA,66152.6445449,1727209,0.045425328285,0.23720604484,50460.837376676864,0.029215246896,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_07,Semi-detached house,1946-1970,renovated_TABULA_low_energy,66152.6445449,1727209,0.045425328285,0.23720604484,15691.807168223137,0.009085065657,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_08,Terraced house,1946-1970,as_is_TABULA,76922.1798774,1727209,0.052820492625,0.23720604484,58675.773828202364,0.033971438215,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_08,Terraced house,1946-1970,renovated_TABULA_low_energy,76922.1798774,1727209,0.052820492625,0.23720604484,18246.406049197638,0.010564098525,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_09,"Apartment, enclosed",1946-1970,as_is_TABULA,28886.0599683,1727209,0.019835318239,0.23720604484,22034.111932212465,0.012757061787,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_09,"Apartment, enclosed",1946-1970,renovated_TABULA_low_energy,28886.0599683,1727209,0.019835318239,0.23720604484,6851.948036087536,0.003967063648,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_10,"Apartment, exposed",1946-1970,as_is_TABULA,28886.0599683,1727209,0.019835318239,0.23720604484,22034.111932212465,0.012757061787,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_10,"Apartment, exposed",1946-1970,renovated_TABULA_low_energy,28886.0599683,1727209,0.019835318239,0.23720604484,6851.948036087536,0.003967063648,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_11,Detached house,1971-1990,as_is_TABULA,86218.5118226,1727209,0.044403034422,0.17790453363,70879.847686506,0.041037215349,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_11,Detached house,1971-1990,renovated_TABULA_low_energy,86218.5118226,1727209,0.044403034422,0.17790453363,15338.66413609401,0.008880606884,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_12,Semi-detached house,1971-1990,as_is_TABULA,63819.0596493,1727209,0.032867186437,0.17790453363,52465.35960567076,0.030375802584,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_12,Semi-detached house,1971-1990,renovated_TABULA_low_energy,63819.0596493,1727209,0.032867186437,0.17790453363,11353.700043629236,0.006573437287,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_13,Terraced house,1971-1990,as_is_TABULA,74208.6914245,1727209,0.038217907153,0.17790453363,61006.6287853348,0.035320930348,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_13,Terraced house,1971-1990,renovated_TABULA_low_energy,74208.6914245,1727209,0.038217907153,0.17790453363,13202.062639165197,0.007643581431,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,as_is_TABULA,27867.0822132,1727209,0.014351709216,0.17790453363,22909.401948444738,0.013263827336,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_14,"Apartment, enclosed",1971-1990,renovated_TABULA_low_energy,27867.0822132,1727209,0.014351709216,0.17790453363,4957.680264755262,0.002870341843,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_15,"Apartment, exposed",1971-1990,as_is_TABULA,27867.0822132,1727209,0.014351709216,0.17790453363,22909.401948444738,0.013263827336,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_15,"Apartment, exposed",1971-1990,renovated_TABULA_low_energy,27867.0822132,1727209,0.014351709216,0.17790453363,4957.680264755262,0.002870341843,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_16,Detached house,1991-2005,as_is_TABULA,49332.3271447,1727209,0.016937623363,0.11860302242,43481.36404232505,0.025174350089,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_16,Detached house,1991-2005,renovated_TABULA_low_energy,49332.3271447,1727209,0.016937623363,0.11860302242,5850.963102374951,0.003387524673,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_17,Semi-detached house,1991-2005,as_is_TABULA,36515.8556107,1727209,0.012537251837,0.11860302242,32184.96476900432,0.018634088156,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_17,Semi-detached house,1991-2005,renovated_TABULA_low_energy,36515.8556107,1727209,0.012537251837,0.11860302242,4330.890841695676,0.002507450367,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_18,Terraced house,1991-2005,as_is_TABULA,42460.5733148,1727209,0.014578294604,0.11860302242,37424.62098596759,0.021667685258,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_18,Terraced house,1991-2005,renovated_TABULA_low_energy,42460.5733148,1727209,0.014578294604,0.11860302242,5035.952328832415,0.002915658921,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,as_is_TABULA,15944.9286151,1727209,0.005474487239,0.11860302242,14053.811889079177,0.008136717612,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_19,"Apartment, enclosed",1991-2005,renovated_TABULA_low_energy,15944.9286151,1727209,0.005474487239,0.11860302242,1891.116726020823,0.001094897448,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,as_is_TABULA,15944.9286151,1727209,0.005474487239,0.11860302242,14053.811889079177,0.008136717612,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_20,"Apartment, exposed",1991-2005,renovated_TABULA_low_energy,15944.9286151,1727209,0.005474487239,0.11860302242,1891.116726020823,0.001094897448,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,as_is_TABULA,49607.9882395,1727209,0.008516134037,0.05930151121,46666.15956880727,0.027018247108,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_21,Detached house,post-2005,renovated_TABULA_low_energy,49607.9882395,1727209,0.008516134037,0.05930151121,2941.828670692732,0.001703226807,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,as_is_TABULA,36719.9003279,1727209,0.00630365399,0.05930151121,34542.35474697577,0.019998943236,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_22,Semi-detached house,post-2005,renovated_TABULA_low_energy,36719.9003279,1727209,0.00630365399,0.05930151121,2177.545580924235,0.001260730798,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,as_is_TABULA,42697.8361565,1727209,0.007329877882,0.05930151121,40165.7899470201,0.023254736368,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_23,Terraced house,post-2005,renovated_TABULA_low_energy,42697.8361565,1727209,0.007329877882,0.05930151121,2532.046209479899,0.001465975576,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,as_is_TABULA,16034.0263069,1727209,0.002752538896,0.05930151121,15083.184316123381,0.008732692058,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_24,"Apartment, enclosed",post-2005,renovated_TABULA_low_energy,16034.0263069,1727209,0.002752538896,0.05930151121,950.841990776618,0.000550507779,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,as_is_TABULA,16034.0263069,1727209,0.002752538896,0.05930151121,15083.184316123381,0.008732692058,0.008,average decarbonised PEB label A,85,,,,,,,,,,,https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Walloon Region,BE_TABULA_25,"Apartment, exposed",post-2005,renovated_TABULA_low_energy,16034.0263069,1727209,0.002752538896,0.05930151121,950.841990776618,0.000550507779,0.008,average decarbonised PEB label A,85,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://energie.wallonie.be/files/PEB/B%C3%A2timents%20non%20r%C3%A9sidentiels/Obligation/SRLT/gw-201112-strategie-renovation-2020-rapport-complet-final.pdf
low,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,as_is_TABULA,3050.65555262,566042,0.006118248625,0.227045343419,2358.018415022305,0.004165801151,0.008,C+ / 100 kWh/m2.year,100,,,,,,,,,,,https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
low,2050,Brussels-Capital Region,BE_TABULA_01,Detached house,pre-1946,renovated_TABULA_low_energy,3050.65555262,566042,0.006118248625,0.227045343419,692.637137597695,0.001223649725,0.008,C+ / 100 kWh/m2.year,100,TABULA_low_energy,0.25,0.15,0.25,1.6,2.5,mechanical_ventilation_heat_recovery_eta_0.8_with_bypass,0.8,true,"Belgian TABULA/VITO Scientific Report, Low Energy upgrade scenario",https://environnement.brussels/citoyen/politique-regionale/plans-strategiques-regionaux/renolution-une-strategie-pour-renover-le-bati-bruxellois
